risk_value,date,daily_variation,trend
1232,2008-10-07,71.0,Increase
1294,2008-10-08,62.0,Increase
1284,2008-10-09,-10.0,Decrease
1358,2008-10-10,74.0,Increase
1242,2008-10-14,-116.0,Decrease
1334,2008-10-15,92.0,Increase
1372,2008-10-16,38.0,Increase
1364,2008-10-17,-8.0,Decrease
1385,2008-10-20,21.0,Increase
1627,2008-10-21,242.0,Increase
1905,2008-10-22,278.0,Increase
1878,2008-10-23,-27.0,Decrease
1843,2008-10-24,-35.0,Decrease
1841,2008-10-27,-2.0,Decrease
1897,2008-10-28,56.0,Increase
1894,2008-10-29,-3.0,Decrease
1892,2008-10-30,-2.0,Decrease
1787,2008-10-31,-105.0,Decrease
1664,2008-11-03,-123.0,Decrease
1625,2008-11-04,-39.0,Decrease
1714,2008-11-05,89.0,Increase
1711,2008-11-06,-3.0,Decrease
1711,2008-11-07,0.0,No Change
1707,2008-11-10,-4.0,Decrease
1751,2008-11-12,44.0,Increase
1899,2008-11-13,148.0,Increase
1965,2008-11-14,66.0,Increase
1835,2008-11-17,-130.0,Decrease
1835,2008-11-18,0.0,No Change
1865,2008-11-19,30.0,Increase
1912,2008-11-20,47.0,Increase
1909,2008-11-21,-3.0,Decrease
1845,2008-11-24,-64.0,Decrease
1828,2008-11-25,-17.0,Decrease
1720,2008-11-26,-108.0,Decrease
1722,2008-11-28,2.0,Increase
1777,2008-12-01,55.0,Increase
1806,2008-12-02,29.0,Increase
1815,2008-12-03,9.0,Increase
1858,2008-12-04,43.0,Increase
1849,2008-12-05,-9.0,Decrease
1799,2008-12-08,-50.0,Decrease
1842,2008-12-09,43.0,Increase
1833,2008-12-10,-9.0,Decrease
1836,2008-12-11,3.0,Increase
1906,2008-12-12,70.0,Increase
1960,2008-12-15,54.0,Increase
1946,2008-12-16,-14.0,Decrease
1846,2008-12-17,-100.0,Decrease
1894,2008-12-18,48.0,Increase
1842,2008-12-19,-52.0,Decrease
1822,2008-12-22,-20.0,Decrease
1817,2008-12-23,-5.0,Decrease
1817,2008-12-24,0.0,No Change
1817,2008-12-26,0.0,No Change
1742,2008-12-29,-75.0,Decrease
1705,2008-12-30,-37.0,Decrease
1704,2008-12-31,-1.0,Decrease
1681,2009-01-02,-23.0,Decrease
1637,2009-01-05,-44.0,Decrease
1572,2009-01-06,-65.0,Decrease
1580,2009-01-07,8.0,Increase
1636,2009-01-08,56.0,Increase
1639,2009-01-09,3.0,Increase
1647,2009-01-12,8.0,Increase
1646,2009-01-13,-1.0,Decrease
1640,2009-01-14,-6.0,Decrease
1611,2009-01-15,-29.0,Decrease
1553,2009-01-16,-58.0,Decrease
1539,2009-01-20,-14.0,Decrease
1557,2009-01-21,18.0,Increase
1535,2009-01-22,-22.0,Decrease
1514,2009-01-23,-21.0,Decrease
1510,2009-01-26,-4.0,Decrease
1510,2009-01-27,0.0,No Change
1480,2009-01-28,-30.0,Decrease
1489,2009-01-29,9.0,Increase
1495,2009-01-30,6.0,Increase
1507,2009-02-02,12.0,Increase
1507,2009-02-03,0.0,No Change
1535,2009-02-04,28.0,Increase
1547,2009-02-05,12.0,Increase
1541,2009-02-06,-6.0,Decrease
1537,2009-02-09,-4.0,Decrease
1578,2009-02-10,41.0,Increase
1637,2009-02-11,59.0,Increase
1645,2009-02-12,8.0,Increase
1618,2009-02-13,-27.0,Decrease
1694,2009-02-17,76.0,Increase
1734,2009-02-18,40.0,Increase
1724,2009-02-19,-10.0,Decrease
1749,2009-02-20,25.0,Increase
1798,2009-02-23,49.0,Increase
1791,2009-02-24,-7.0,Decrease
1707,2009-02-25,-84.0,Decrease
1708,2009-02-26,1.0,Increase
1727,2009-02-27,19.0,Increase
1772,2009-03-02,45.0,Increase
1802,2009-03-03,30.0,Increase
1762,2009-03-04,-40.0,Decrease
1827,2009-03-05,65.0,Increase
1890,2009-03-06,63.0,Increase
1908,2009-03-09,18.0,Increase
1874,2009-03-10,-34.0,Decrease
1809,2009-03-11,-65.0,Decrease
1810,2009-03-12,1.0,Increase
1828,2009-03-13,18.0,Increase
1815,2009-03-16,-13.0,Decrease
1848,2009-03-17,33.0,Increase
1885,2009-03-18,37.0,Increase
1838,2009-03-19,-47.0,Decrease
1884,2009-03-20,46.0,Increase
1909,2009-03-23,25.0,Increase
1908,2009-03-24,-1.0,Decrease
1960,2009-03-25,52.0,Increase
1903,2009-03-26,-57.0,Decrease
1927,2009-03-27,24.0,Increase
1932,2009-03-30,5.0,Increase
1894,2009-03-31,-38.0,Decrease
1893,2009-04-01,-1.0,Decrease
1864,2009-04-02,-29.0,Decrease
1833,2009-04-03,-31.0,Decrease
1808,2009-04-06,-25.0,Decrease
1832,2009-04-07,24.0,Increase
1786,2009-04-08,-46.0,Decrease
1734,2009-04-09,-52.0,Decrease
1728,2009-04-13,-6.0,Decrease
1752,2009-04-14,24.0,Increase
1755,2009-04-15,3.0,Increase
1761,2009-04-16,6.0,Increase
1756,2009-04-17,-5.0,Decrease
1838,2009-04-20,82.0,Increase
1790,2009-04-21,-48.0,Decrease
1781,2009-04-22,-9.0,Decrease
1794,2009-04-23,13.0,Increase
1750,2009-04-24,-44.0,Decrease
1747,2009-04-27,-3.0,Decrease
1777,2009-04-28,30.0,Increase
1769,2009-04-29,-8.0,Decrease
1766,2009-04-30,-3.0,Decrease
1764,2009-05-01,-2.0,Decrease
1685,2009-05-04,-79.0,Decrease
1551,2009-05-05,-134.0,Decrease
1445,2009-05-06,-106.0,Decrease
1379,2009-05-07,-66.0,Decrease
1409,2009-05-08,30.0,Increase
1433,2009-05-11,24.0,Increase
1510,2009-05-12,77.0,Increase
1565,2009-05-13,55.0,Increase
1514,2009-05-14,-51.0,Decrease
1550,2009-05-15,36.0,Increase
1474,2009-05-18,-76.0,Decrease
1429,2009-05-19,-45.0,Decrease
1378,2009-05-20,-51.0,Decrease
1405,2009-05-21,27.0,Increase
1380,2009-05-22,-25.0,Decrease
1355,2009-05-26,-25.0,Decrease
1315,2009-05-27,-40.0,Decrease
1296,2009-05-28,-19.0,Decrease
1291,2009-05-29,-5.0,Decrease
1214,2009-06-01,-77.0,Decrease
1158,2009-06-02,-56.0,Decrease
1166,2009-06-03,8.0,Increase
1157,2009-06-04,-9.0,Decrease
1144,2009-06-05,-13.0,Decrease
1144,2009-06-08,0.0,No Change
1109,2009-06-09,-35.0,Decrease
1100,2009-06-10,-9.0,Decrease
1054,2009-06-11,-46.0,Decrease
1042,2009-06-12,-12.0,Decrease
1050,2009-06-15,8.0,Increase
1100,2009-06-16,50.0,Increase
1184,2009-06-17,84.0,Increase
1174,2009-06-18,-10.0,Decrease
1183,2009-06-19,9.0,Increase
1231,2009-06-22,48.0,Increase
1248,2009-06-23,17.0,Increase
1210,2009-06-24,-38.0,Decrease
1171,2009-06-25,-39.0,Decrease
1142,2009-06-26,-29.0,Decrease
1008,2009-06-29,-134.0,Decrease
1062,2009-06-30,54.0,Increase
1040,2009-07-01,-22.0,Decrease
1045,2009-07-02,5.0,Increase
1059,2009-07-06,14.0,Increase
1050,2009-07-07,-9.0,Decrease
1124,2009-07-08,74.0,Increase
1125,2009-07-09,1.0,Increase
1123,2009-07-10,-2.0,Decrease
1141,2009-07-13,18.0,Increase
1112,2009-07-14,-29.0,Decrease
1103,2009-07-15,-9.0,Decrease
1079,2009-07-16,-24.0,Decrease
1037,2009-07-17,-42.0,Decrease
1033,2009-07-20,-4.0,Decrease
1052,2009-07-21,19.0,Increase
1007,2009-07-22,-45.0,Decrease
966,2009-07-23,-41.0,Decrease
978,2009-07-24,12.0,Increase
946,2009-07-27,-32.0,Decrease
945,2009-07-28,-1.0,Decrease
963,2009-07-29,18.0,Increase
961,2009-07-30,-2.0,Decrease
962,2009-07-31,1.0,Increase
905,2009-08-03,-57.0,Decrease
877,2009-08-04,-28.0,Decrease
873,2009-08-05,-4.0,Decrease
887,2009-08-06,14.0,Increase
862,2009-08-07,-25.0,Decrease
875,2009-08-10,13.0,Increase
897,2009-08-11,22.0,Increase
888,2009-08-12,-9.0,Decrease
901,2009-08-13,13.0,Increase
912,2009-08-14,11.0,Increase
925,2009-08-17,13.0,Increase
924,2009-08-18,-1.0,Decrease
926,2009-08-19,2.0,Increase
914,2009-08-20,-12.0,Decrease
864,2009-08-21,-50.0,Decrease
855,2009-08-24,-9.0,Decrease
874,2009-08-25,19.0,Increase
917,2009-08-26,43.0,Increase
934,2009-08-27,17.0,Increase
940,2009-08-28,6.0,Increase
957,2009-08-31,17.0,Increase
967,2009-09-01,10.0,Increase
973,2009-09-02,6.0,Increase
921,2009-09-03,-52.0,Decrease
931,2009-09-04,10.0,Increase
876,2009-09-08,-55.0,Decrease
844,2009-09-09,-32.0,Decrease
858,2009-09-10,14.0,Increase
837,2009-09-11,-21.0,Decrease
809,2009-09-14,-28.0,Decrease
751,2009-09-15,-58.0,Decrease
730,2009-09-16,-21.0,Decrease
756,2009-09-17,26.0,Increase
755,2009-09-18,-1.0,Decrease
731,2009-09-21,-24.0,Decrease
739,2009-09-22,8.0,Increase
765,2009-09-23,26.0,Increase
795,2009-09-24,30.0,Increase
807,2009-09-25,12.0,Increase
803,2009-09-28,-4.0,Decrease
799,2009-09-29,-4.0,Decrease
784,2009-09-30,-15.0,Decrease
797,2009-10-01,13.0,Increase
792,2009-10-02,-5.0,Decrease
723,2009-10-05,-69.0,Decrease
708,2009-10-06,-15.0,Decrease
718,2009-10-07,10.0,Increase
690,2009-10-08,-28.0,Decrease
663,2009-10-09,-27.0,Decrease
693,2009-10-13,30.0,Increase
685,2009-10-14,-8.0,Decrease
693,2009-10-15,8.0,Increase
700,2009-10-16,7.0,Increase
711,2009-10-19,11.0,Increase
699,2009-10-20,-12.0,Decrease
703,2009-10-21,4.0,Increase
692,2009-10-22,-11.0,Decrease
692,2009-10-23,0.0,No Change
686,2009-10-26,-6.0,Decrease
700,2009-10-27,14.0,Increase
711,2009-10-28,11.0,Increase
707,2009-10-29,-4.0,Decrease
721,2009-10-30,14.0,Increase
732,2009-11-02,11.0,Increase
737,2009-11-03,5.0,Increase
728,2009-11-04,-9.0,Decrease
735,2009-11-05,7.0,Increase
738,2009-11-06,3.0,Increase
730,2009-11-09,-8.0,Decrease
729,2009-11-10,-1.0,Decrease
733,2009-11-12,4.0,Increase
735,2009-11-13,2.0,Increase
728,2009-11-16,-7.0,Decrease
724,2009-11-17,-4.0,Decrease
712,2009-11-18,-12.0,Decrease
714,2009-11-19,2.0,Increase
710,2009-11-20,-4.0,Decrease
698,2009-11-23,-12.0,Decrease
700,2009-11-24,2.0,Increase
701,2009-11-25,1.0,Increase
737,2009-11-27,36.0,Increase
766,2009-11-30,29.0,Increase
755,2009-12-01,-11.0,Decrease
770,2009-12-02,15.0,Increase
783,2009-12-03,13.0,Increase
773,2009-12-04,-10.0,Decrease
780,2009-12-07,7.0,Increase
793,2009-12-08,13.0,Increase
794,2009-12-09,1.0,Increase
777,2009-12-10,-17.0,Decrease
733,2009-12-11,-44.0,Decrease
709,2009-12-14,-24.0,Decrease
709,2009-12-15,0.0,No Change
689,2009-12-16,-20.0,Decrease
722,2009-12-17,33.0,Increase
711,2009-12-18,-11.0,Decrease
690,2009-12-21,-21.0,Decrease
671,2009-12-22,-19.0,Decrease
672,2009-12-23,1.0,Increase
666,2009-12-24,-6.0,Decrease
659,2009-12-28,-7.0,Decrease
662,2009-12-29,3.0,Increase
663,2009-12-30,1.0,Increase
660,2009-12-31,-3.0,Decrease
631,2010-01-04,-29.0,Decrease
643,2010-01-05,12.0,Increase
656,2010-01-06,13.0,Increase
669,2010-01-07,13.0,Increase
685,2010-01-08,16.0,Increase
681,2010-01-11,-4.0,Decrease
729,2010-01-12,48.0,Increase
727,2010-01-13,-2.0,Decrease
710,2010-01-14,-17.0,Decrease
735,2010-01-15,25.0,Increase
708,2010-01-19,-27.0,Decrease
723,2010-01-20,15.0,Increase
740,2010-01-21,17.0,Increase
756,2010-01-22,16.0,Increase
737,2010-01-25,-19.0,Decrease
739,2010-01-26,2.0,Increase
749,2010-01-27,10.0,Increase
751,2010-01-28,2.0,Increase
753,2010-01-29,2.0,Increase
739,2010-02-01,-14.0,Decrease
753,2010-02-02,14.0,Increase
751,2010-02-03,-2.0,Decrease
798,2010-02-04,47.0,Increase
813,2010-02-05,15.0,Increase
809,2010-02-08,-4.0,Decrease
801,2010-02-09,-8.0,Decrease
791,2010-02-10,-10.0,Decrease
777,2010-02-11,-14.0,Decrease
794,2010-02-12,17.0,Increase
797,2010-02-16,3.0,Increase
788,2010-02-17,-9.0,Decrease
793,2010-02-18,5.0,Increase
782,2010-02-19,-11.0,Decrease
785,2010-02-22,3.0,Increase
826,2010-02-23,41.0,Increase
805,2010-02-24,-21.0,Decrease
809,2010-02-25,4.0,Increase
806,2010-02-26,-3.0,Decrease
776,2010-03-01,-30.0,Decrease
769,2010-03-02,-7.0,Decrease
770,2010-03-03,1.0,Increase
764,2010-03-04,-6.0,Decrease
750,2010-03-05,-14.0,Decrease
751,2010-03-08,1.0,Increase
729,2010-03-09,-22.0,Decrease
722,2010-03-10,-7.0,Decrease
718,2010-03-11,-4.0,Decrease
722,2010-03-12,4.0,Increase
719,2010-03-15,-3.0,Decrease
720,2010-03-16,1.0,Increase
705,2010-03-17,-15.0,Decrease
685,2010-03-18,-20.0,Decrease
678,2010-03-19,-7.0,Decrease
677,2010-03-22,-1.0,Decrease
669,2010-03-23,-8.0,Decrease
655,2010-03-24,-14.0,Decrease
644,2010-03-25,-11.0,Decrease
645,2010-03-26,1.0,Increase
644,2010-03-29,-1.0,Decrease
640,2010-03-30,-4.0,Decrease
646,2010-03-31,6.0,Increase
646,2010-04-01,0.0,No Change
614,2010-04-05,-32.0,Decrease
614,2010-04-06,0.0,No Change
636,2010-04-07,22.0,Increase
637,2010-04-08,1.0,Increase
626,2010-04-09,-11.0,Decrease
621,2010-04-12,-5.0,Decrease
624,2010-04-13,3.0,Increase
618,2010-04-14,-6.0,Decrease
601,2010-04-15,-17.0,Decrease
619,2010-04-16,18.0,Increase
618,2010-04-19,-1.0,Decrease
622,2010-04-20,4.0,Increase
633,2010-04-21,11.0,Increase
637,2010-04-22,4.0,Increase
638,2010-04-23,1.0,Increase
620,2010-04-26,-18.0,Decrease
652,2010-04-27,32.0,Increase
644,2010-04-28,-8.0,Decrease
649,2010-04-29,5.0,Increase
659,2010-04-30,10.0,Increase
653,2010-05-03,-6.0,Decrease
690,2010-05-04,37.0,Increase
724,2010-05-05,34.0,Increase
786,2010-05-06,62.0,Increase
778,2010-05-07,-8.0,Decrease
736,2010-05-10,-42.0,Decrease
725,2010-05-11,-11.0,Decrease
709,2010-05-12,-16.0,Decrease
696,2010-05-13,-13.0,Decrease
725,2010-05-14,29.0,Increase
726,2010-05-17,1.0,Increase
754,2010-05-18,28.0,Increase
782,2010-05-19,28.0,Increase
850,2010-05-20,68.0,Increase
844,2010-05-21,-6.0,Decrease
832,2010-05-24,-12.0,Decrease
878,2010-05-25,46.0,Increase
833,2010-05-26,-45.0,Decrease
796,2010-05-27,-37.0,Decrease
807,2010-05-28,11.0,Increase
814,2010-06-01,7.0,Increase
787,2010-06-02,-27.0,Decrease
775,2010-06-03,-12.0,Decrease
816,2010-06-04,41.0,Increase
842,2010-06-07,26.0,Increase
852,2010-06-08,10.0,Increase
844,2010-06-09,-8.0,Decrease
808,2010-06-10,-36.0,Decrease
833,2010-06-11,25.0,Increase
819,2010-06-14,-14.0,Decrease
814,2010-06-15,-5.0,Decrease
795,2010-06-16,-19.0,Decrease
800,2010-06-17,5.0,Increase
769,2010-06-18,-31.0,Decrease
758,2010-06-21,-11.0,Decrease
777,2010-06-22,19.0,Increase
785,2010-06-23,8.0,Increase
792,2010-06-24,7.0,Increase
795,2010-06-25,3.0,Increase
780,2010-06-28,-15.0,Decrease
796,2010-06-29,16.0,Increase
821,2010-06-30,25.0,Increase
846,2010-07-01,25.0,Increase
831,2010-07-02,-15.0,Decrease
805,2010-07-06,-26.0,Decrease
782,2010-07-07,-23.0,Decrease
765,2010-07-08,-17.0,Decrease
757,2010-07-09,-8.0,Decrease
749,2010-07-12,-8.0,Decrease
740,2010-07-13,-9.0,Decrease
743,2010-07-14,3.0,Increase
753,2010-07-15,10.0,Increase
756,2010-07-16,3.0,Increase
748,2010-07-19,-8.0,Decrease
746,2010-07-20,-2.0,Decrease
743,2010-07-21,-3.0,Decrease
717,2010-07-22,-26.0,Decrease
719,2010-07-23,2.0,Increase
706,2010-07-26,-13.0,Decrease
696,2010-07-27,-10.0,Decrease
698,2010-07-28,2.0,Increase
691,2010-07-29,-7.0,Decrease
707,2010-07-30,16.0,Increase
685,2010-08-02,-22.0,Decrease
697,2010-08-03,12.0,Increase
669,2010-08-04,-28.0,Decrease
674,2010-08-05,5.0,Increase
671,2010-08-06,-3.0,Decrease
653,2010-08-09,-18.0,Decrease
657,2010-08-10,4.0,Increase
672,2010-08-11,15.0,Increase
673,2010-08-12,1.0,Increase
670,2010-08-13,-3.0,Decrease
690,2010-08-16,20.0,Increase
678,2010-08-17,-12.0,Decrease
683,2010-08-18,5.0,Increase
693,2010-08-19,10.0,Increase
694,2010-08-20,1.0,Increase
691,2010-08-23,-3.0,Decrease
727,2010-08-24,36.0,Increase
750,2010-08-25,23.0,Increase
776,2010-08-26,26.0,Increase
754,2010-08-27,-22.0,Decrease
756,2010-08-30,2.0,Increase
760,2010-08-31,4.0,Increase
725,2010-09-01,-35.0,Decrease
710,2010-09-02,-15.0,Decrease
685,2010-09-03,-25.0,Decrease
708,2010-09-07,23.0,Increase
716,2010-09-08,8.0,Increase
709,2010-09-09,-7.0,Decrease
709,2010-09-10,0.0,No Change
698,2010-09-13,-11.0,Decrease
682,2010-09-14,-16.0,Decrease
667,2010-09-15,-15.0,Decrease
652,2010-09-16,-15.0,Decrease
662,2010-09-17,10.0,Increase
660,2010-09-20,-2.0,Decrease
681,2010-09-21,21.0,Increase
683,2010-09-22,2.0,Increase
700,2010-09-23,17.0,Increase
680,2010-09-24,-20.0,Decrease
678,2010-09-27,-2.0,Decrease
683,2010-09-28,5.0,Increase
680,2010-09-29,-3.0,Decrease
675,2010-09-30,-5.0,Decrease
662,2010-10-01,-13.0,Decrease
668,2010-10-04,6.0,Increase
647,2010-10-05,-21.0,Decrease
654,2010-10-06,7.0,Increase
648,2010-10-07,-6.0,Decrease
630,2010-10-08,-18.0,Decrease
590,2010-10-12,-40.0,Decrease
573,2010-10-13,-17.0,Decrease
585,2010-10-14,12.0,Increase
578,2010-10-15,-7.0,Decrease
584,2010-10-18,6.0,Increase
602,2010-10-19,18.0,Increase
604,2010-10-20,2.0,Increase
608,2010-10-21,4.0,Increase
605,2010-10-22,-3.0,Decrease
590,2010-10-25,-15.0,Decrease
582,2010-10-26,-8.0,Decrease
533,2010-10-27,-49.0,Decrease
527,2010-10-28,-6.0,Decrease
528,2010-10-29,1.0,Increase
532,2010-11-01,4.0,Increase
538,2010-11-02,6.0,Increase
518,2010-11-03,-20.0,Decrease
507,2010-11-04,-11.0,Decrease
501,2010-11-05,-6.0,Decrease
512,2010-11-08,11.0,Increase
515,2010-11-09,3.0,Increase
520,2010-11-10,5.0,Increase
529,2010-11-12,9.0,Increase
528,2010-11-15,-1.0,Decrease
566,2010-11-16,38.0,Increase
555,2010-11-17,-11.0,Decrease
535,2010-11-18,-20.0,Decrease
531,2010-11-19,-4.0,Decrease
537,2010-11-22,6.0,Increase
546,2010-11-23,9.0,Increase
521,2010-11-24,-25.0,Decrease
521,2010-11-26,0.0,No Change
555,2010-11-29,34.0,Increase
582,2010-11-30,27.0,Increase
547,2010-12-01,-35.0,Decrease
532,2010-12-02,-15.0,Decrease
528,2010-12-03,-4.0,Decrease
528,2010-12-06,0.0,No Change
497,2010-12-07,-31.0,Decrease
507,2010-12-08,10.0,Increase
507,2010-12-09,0.0,No Change
507,2010-12-10,0.0,No Change
507,2010-12-13,0.0,No Change
498,2010-12-14,-9.0,Decrease
515,2010-12-15,17.0,Increase
515,2010-12-16,0.0,No Change
533,2010-12-17,18.0,Increase
514,2010-12-20,-19.0,Decrease
510,2010-12-21,-4.0,Decrease
495,2010-12-22,-15.0,Decrease
490,2010-12-23,-5.0,Decrease
489,2010-12-27,-1.0,Decrease
481,2010-12-28,-8.0,Decrease
488,2010-12-29,7.0,Increase
486,2010-12-30,-2.0,Decrease
496,2010-12-31,10.0,Increase
483,2011-01-03,-13.0,Decrease
479,2011-01-04,-4.0,Decrease
473,2011-01-05,-6.0,Decrease
475,2011-01-06,2.0,Increase
492,2011-01-07,17.0,Increase
490,2011-01-10,-2.0,Decrease
477,2011-01-11,-13.0,Decrease
468,2011-01-12,-9.0,Decrease
467,2011-01-13,-1.0,Decrease
472,2011-01-14,5.0,Increase
462,2011-01-18,-10.0,Decrease
481,2011-01-19,19.0,Increase
462,2011-01-20,-19.0,Decrease
478,2011-01-21,16.0,Increase
472,2011-01-24,-6.0,Decrease
488,2011-01-25,16.0,Increase
484,2011-01-26,-4.0,Decrease
492,2011-01-27,8.0,Increase
537,2011-01-28,45.0,Increase
552,2011-01-31,15.0,Increase
525,2011-02-01,-27.0,Decrease
517,2011-02-02,-8.0,Decrease
522,2011-02-03,5.0,Increase
518,2011-02-04,-4.0,Decrease
518,2011-02-07,0.0,No Change
513,2011-02-08,-5.0,Decrease
530,2011-02-09,17.0,Increase
527,2011-02-10,-3.0,Decrease
534,2011-02-11,7.0,Increase
544,2011-02-14,10.0,Increase
554,2011-02-15,10.0,Increase
549,2011-02-16,-5.0,Decrease
538,2011-02-17,-11.0,Decrease
533,2011-02-18,-5.0,Decrease
559,2011-02-22,26.0,Increase
571,2011-02-23,12.0,Increase
588,2011-02-24,17.0,Increase
573,2011-02-25,-15.0,Decrease
580,2011-02-28,7.0,Increase
590,2011-03-01,10.0,Increase
571,2011-03-02,-19.0,Decrease
554,2011-03-03,-17.0,Decrease
563,2011-03-04,9.0,Increase
558,2011-03-07,-5.0,Decrease
547,2011-03-08,-11.0,Decrease
561,2011-03-09,14.0,Increase
575,2011-03-10,14.0,Increase
574,2011-03-11,-1.0,Decrease
580,2011-03-14,6.0,Increase
597,2011-03-15,17.0,Increase
608,2011-03-16,11.0,Increase
590,2011-03-17,-18.0,Decrease
591,2011-03-18,1.0,Increase
577,2011-03-21,-14.0,Decrease
582,2011-03-22,5.0,Increase
563,2011-03-23,-19.0,Decrease
549,2011-03-24,-14.0,Decrease
535,2011-03-25,-14.0,Decrease
538,2011-03-28,3.0,Increase
544,2011-03-29,6.0,Increase
535,2011-03-30,-9.0,Decrease
539,2011-03-31,4.0,Increase
513,2011-04-01,-26.0,Decrease
515,2011-04-04,2.0,Increase
518,2011-04-05,3.0,Increase
513,2011-04-06,-5.0,Decrease
514,2011-04-07,1.0,Increase
507,2011-04-08,-7.0,Decrease
508,2011-04-11,1.0,Increase
525,2011-04-12,17.0,Increase
525,2011-04-13,0.0,No Change
528,2011-04-14,3.0,Increase
529,2011-04-15,1.0,Increase
540,2011-04-18,11.0,Increase
547,2011-04-19,7.0,Increase
541,2011-04-20,-6.0,Decrease
542,2011-04-21,1.0,Increase
547,2011-04-25,5.0,Increase
564,2011-04-26,17.0,Increase
567,2011-04-27,3.0,Increase
563,2011-04-28,-4.0,Decrease
555,2011-04-29,-8.0,Decrease
546,2011-05-02,-9.0,Decrease
555,2011-05-03,9.0,Increase
564,2011-05-04,9.0,Increase
582,2011-05-05,18.0,Increase
577,2011-05-06,-5.0,Decrease
588,2011-05-09,11.0,Increase
584,2011-05-10,-4.0,Decrease
586,2011-05-11,2.0,Increase
567,2011-05-12,-19.0,Decrease
579,2011-05-13,12.0,Increase
588,2011-05-16,9.0,Increase
594,2011-05-17,6.0,Increase
579,2011-05-18,-15.0,Decrease
576,2011-05-19,-3.0,Decrease
577,2011-05-20,1.0,Increase
590,2011-05-23,13.0,Increase
591,2011-05-24,1.0,Increase
587,2011-05-25,-4.0,Decrease
600,2011-05-26,13.0,Increase
595,2011-05-27,-5.0,Decrease
592,2011-05-31,-3.0,Decrease
609,2011-06-01,17.0,Increase
597,2011-06-02,-12.0,Decrease
597,2011-06-03,0.0,No Change
597,2011-06-06,0.0,No Change
592,2011-06-07,-5.0,Decrease
602,2011-06-08,10.0,Increase
587,2011-06-09,-15.0,Decrease
590,2011-06-10,3.0,Increase
596,2011-06-13,6.0,Increase
574,2011-06-14,-22.0,Decrease
597,2011-06-15,23.0,Increase
625,2011-06-16,28.0,Increase
628,2011-06-17,3.0,Increase
622,2011-06-20,-6.0,Decrease
614,2011-06-21,-8.0,Decrease
611,2011-06-22,-3.0,Decrease
629,2011-06-23,18.0,Increase
636,2011-06-24,7.0,Increase
628,2011-06-27,-8.0,Decrease
607,2011-06-28,-21.0,Decrease
597,2011-06-29,-10.0,Decrease
568,2011-06-30,-29.0,Decrease
556,2011-07-01,-12.0,Decrease
565,2011-07-05,9.0,Increase
572,2011-07-06,7.0,Increase
570,2011-07-07,-2.0,Decrease
588,2011-07-08,18.0,Increase
608,2011-07-11,20.0,Increase
614,2011-07-12,6.0,Increase
621,2011-07-13,7.0,Increase
628,2011-07-14,7.0,Increase
623,2011-07-15,-5.0,Decrease
628,2011-07-18,5.0,Increase
621,2011-07-19,-7.0,Decrease
614,2011-07-20,-7.0,Decrease
593,2011-07-21,-21.0,Decrease
591,2011-07-22,-2.0,Decrease
577,2011-07-25,-14.0,Decrease
582,2011-07-26,5.0,Increase
577,2011-07-27,-5.0,Decrease
581,2011-07-28,4.0,Increase
592,2011-07-29,11.0,Increase
593,2011-08-01,1.0,Increase
611,2011-08-02,18.0,Increase
619,2011-08-03,8.0,Increase
648,2011-08-04,29.0,Increase
689,2011-08-05,41.0,Increase
756,2011-08-08,67.0,Increase
741,2011-08-09,-15.0,Decrease
754,2011-08-10,13.0,Increase
737,2011-08-11,-17.0,Decrease
716,2011-08-12,-21.0,Decrease
709,2011-08-15,-7.0,Decrease
728,2011-08-16,19.0,Increase
729,2011-08-17,1.0,Increase
759,2011-08-18,30.0,Increase
750,2011-08-19,-9.0,Decrease
755,2011-08-22,5.0,Increase
763,2011-08-23,8.0,Increase
746,2011-08-24,-17.0,Decrease
749,2011-08-25,3.0,Increase
758,2011-08-26,9.0,Increase
741,2011-08-29,-17.0,Decrease
749,2011-08-30,8.0,Increase
738,2011-08-31,-11.0,Decrease
757,2011-09-01,19.0,Increase
782,2011-09-02,25.0,Increase
799,2011-09-06,17.0,Increase
790,2011-09-07,-9.0,Decrease
795,2011-09-08,5.0,Increase
812,2011-09-09,17.0,Increase
824,2011-09-12,12.0,Increase
841,2011-09-13,17.0,Increase
864,2011-09-14,23.0,Increase
850,2011-09-15,-14.0,Decrease
836,2011-09-16,-14.0,Decrease
868,2011-09-19,32.0,Increase
876,2011-09-20,8.0,Increase
918,2011-09-21,42.0,Increase
991,2011-09-22,73.0,Increase
983,2011-09-23,-8.0,Decrease
984,2011-09-26,1.0,Increase
928,2011-09-27,-56.0,Decrease
977,2011-09-28,49.0,Increase
967,2011-09-29,-10.0,Decrease
993,2011-09-30,26.0,Increase
1018,2011-10-03,25.0,Increase
1017,2011-10-04,-1.0,Decrease
1013,2011-10-05,-4.0,Decrease
976,2011-10-06,-37.0,Decrease
963,2011-10-07,-13.0,Decrease
935,2011-10-11,-28.0,Decrease
883,2011-10-12,-52.0,Decrease
900,2011-10-13,17.0,Increase
861,2011-10-14,-39.0,Decrease
878,2011-10-17,17.0,Increase
888,2011-10-18,10.0,Increase
886,2011-10-19,-2.0,Decrease
912,2011-10-20,26.0,Increase
899,2011-10-21,-13.0,Decrease
888,2011-10-24,-11.0,Decrease
881,2011-10-25,-7.0,Decrease
874,2011-10-26,-7.0,Decrease
789,2011-10-27,-85.0,Decrease
