risk_value,date,daily_variation,trend
397,2005-09-22,7.0,Increase
391,2005-09-23,-6.0,Decrease
385,2005-09-26,-6.0,Decrease
387,2005-09-27,2.0,Increase
376,2005-09-28,-11.0,Decrease
363,2005-09-29,-13.0,Decrease
349,2005-09-30,-14.0,Decrease
342,2005-10-03,-7.0,Decrease
354,2005-10-04,12.0,Increase
365,2005-10-05,11.0,Increase
386,2005-10-06,21.0,Increase
372,2005-10-07,-14.0,Decrease
372,2005-10-10,0.0,No Change
381,2005-10-11,9.0,Increase
404,2005-10-12,23.0,Increase
411,2005-10-13,7.0,Increase
408,2005-10-14,-3.0,Decrease
404,2005-10-17,-4.0,Decrease
400,2005-10-18,-4.0,Decrease
404,2005-10-19,4.0,Increase
414,2005-10-20,10.0,Increase
423,2005-10-21,9.0,Increase
411,2005-10-24,-12.0,Decrease
398,2005-10-25,-13.0,Decrease
396,2005-10-26,-2.0,Decrease
404,2005-10-27,8.0,Increase
388,2005-10-28,-16.0,Decrease
370,2005-10-31,-18.0,Decrease
374,2005-11-01,4.0,Increase
374,2005-11-02,0.0,No Change
375,2005-11-03,1.0,Increase
381,2005-11-04,6.0,Increase
380,2005-11-07,-1.0,Decrease
381,2005-11-08,1.0,Increase
385,2005-11-09,4.0,Increase
390,2005-11-10,5.0,Increase
390,2005-11-11,0.0,No Change
389,2005-11-14,-1.0,Decrease
387,2005-11-15,-2.0,Decrease
379,2005-11-16,-8.0,Decrease
367,2005-11-17,-12.0,Decrease
367,2005-11-18,0.0,No Change
362,2005-11-21,-5.0,Decrease
359,2005-11-22,-3.0,Decrease
352,2005-11-23,-7.0,Decrease
352,2005-11-24,0.0,No Change
354,2005-11-25,2.0,Increase
375,2005-11-28,21.0,Increase
384,2005-11-29,9.0,Increase
495,2005-11-30,111.0,Increase
486,2005-12-01,-9.0,Decrease
478,2005-12-02,-8.0,Decrease
476,2005-12-05,-2.0,Decrease
473,2005-12-06,-3.0,Decrease
473,2005-12-07,0.0,No Change
488,2005-12-08,15.0,Increase
484,2005-12-09,-4.0,Decrease
493,2005-12-12,9.0,Increase
492,2005-12-13,-1.0,Decrease
484,2005-12-14,-8.0,Decrease
490,2005-12-15,6.0,Increase
510,2005-12-16,20.0,Increase
514,2005-12-19,4.0,Increase
511,2005-12-20,-3.0,Decrease
504,2005-12-21,-7.0,Decrease
495,2005-12-22,-9.0,Decrease
500,2005-12-23,5.0,Increase
500,2005-12-26,0.0,No Change
498,2005-12-27,-2.0,Decrease
501,2005-12-28,3.0,Increase
499,2005-12-29,-2.0,Decrease
503,2005-12-30,4.0,Increase
503,2005-12-31,0.0,No Change
503,2006-01-02,0.0,No Change
491,2006-01-03,-12.0,Decrease
475,2006-01-04,-16.0,Decrease
477,2006-01-05,2.0,Increase
459,2006-01-06,-18.0,Decrease
459,2006-01-09,0.0,No Change
459,2006-01-10,0.0,No Change
454,2006-01-11,-5.0,Decrease
464,2006-01-12,10.0,Increase
466,2006-01-13,2.0,Increase
466,2006-01-16,0.0,No Change
473,2006-01-17,7.0,Increase
474,2006-01-18,1.0,Increase
459,2006-01-19,-15.0,Decrease
454,2006-01-20,-5.0,Decrease
449,2006-01-23,-5.0,Decrease
443,2006-01-24,-6.0,Decrease
443,2006-01-25,0.0,No Change
439,2006-01-26,-4.0,Decrease
434,2006-01-27,-5.0,Decrease
434,2006-01-30,0.0,No Change
440,2006-01-31,6.0,Increase
425,2006-02-01,-15.0,Decrease
416,2006-02-02,-9.0,Decrease
408,2006-02-03,-8.0,Decrease
397,2006-02-06,-11.0,Decrease
404,2006-02-07,7.0,Increase
397,2006-02-08,-7.0,Decrease
393,2006-02-09,-4.0,Decrease
369,2006-02-10,-24.0,Decrease
375,2006-02-13,6.0,Increase
376,2006-02-14,1.0,Increase
374,2006-02-15,-2.0,Decrease
374,2006-02-16,0.0,No Change
373,2006-02-17,-1.0,Decrease
373,2006-02-20,0.0,No Change
371,2006-02-21,-2.0,Decrease
372,2006-02-22,1.0,Increase
363,2006-02-23,-9.0,Decrease
362,2006-02-24,-1.0,Decrease
351,2006-02-27,-11.0,Decrease
353,2006-02-28,2.0,Increase
346,2006-03-01,-7.0,Decrease
343,2006-03-02,-3.0,Decrease
343,2006-03-03,0.0,No Change
351,2006-03-06,8.0,Increase
367,2006-03-07,16.0,Increase
372,2006-03-08,5.0,Increase
367,2006-03-09,-5.0,Decrease
353,2006-03-10,-14.0,Decrease
348,2006-03-13,-5.0,Decrease
353,2006-03-14,5.0,Increase
339,2006-03-15,-14.0,Decrease
333,2006-03-16,-6.0,Decrease
332,2006-03-17,-1.0,Decrease
335,2006-03-20,3.0,Increase
343,2006-03-21,8.0,Increase
350,2006-03-22,7.0,Increase
353,2006-03-23,3.0,Increase
355,2006-03-24,2.0,Increase
353,2006-03-27,-2.0,Decrease
353,2006-03-28,0.0,No Change
349,2006-03-29,-4.0,Decrease
343,2006-03-30,-6.0,Decrease
344,2006-03-31,1.0,Increase
342,2006-04-03,-2.0,Decrease
339,2006-04-04,-3.0,Decrease
345,2006-04-05,6.0,Increase
343,2006-04-06,-2.0,Decrease
345,2006-04-07,2.0,Increase
349,2006-04-10,4.0,Increase
350,2006-04-11,1.0,Increase
344,2006-04-12,-6.0,Decrease
342,2006-04-13,-2.0,Decrease
337,2006-04-17,-5.0,Decrease
325,2006-04-18,-12.0,Decrease
317,2006-04-19,-8.0,Decrease
319,2006-04-20,2.0,Increase
320,2006-04-21,1.0,Increase
323,2006-04-24,3.0,Increase
318,2006-04-25,-5.0,Decrease
314,2006-04-26,-4.0,Decrease
313,2006-04-27,-1.0,Decrease
313,2006-04-28,0.0,No Change
309,2006-05-01,-4.0,Decrease
310,2006-05-02,1.0,Increase
311,2006-05-03,1.0,Increase
310,2006-05-04,-1.0,Decrease
313,2006-05-05,3.0,Increase
313,2006-05-08,0.0,No Change
318,2006-05-09,5.0,Increase
316,2006-05-10,-2.0,Decrease
319,2006-05-11,3.0,Increase
328,2006-05-12,9.0,Increase
354,2006-05-15,26.0,Increase
343,2006-05-16,-11.0,Decrease
359,2006-05-17,16.0,Increase
358,2006-05-18,-1.0,Decrease
362,2006-05-19,4.0,Increase
383,2006-05-22,21.0,Increase
375,2006-05-23,-8.0,Decrease
388,2006-05-24,13.0,Increase
364,2006-05-25,-24.0,Decrease
359,2006-05-26,-5.0,Decrease
359,2006-05-29,0.0,No Change
370,2006-05-30,11.0,Increase
368,2006-05-31,-2.0,Decrease
352,2006-06-01,-16.0,Decrease
371,2006-06-02,19.0,Increase
373,2006-06-05,2.0,Increase
378,2006-06-06,5.0,Increase
372,2006-06-07,-6.0,Decrease
379,2006-06-08,7.0,Increase
376,2006-06-09,-3.0,Decrease
383,2006-06-12,7.0,Increase
391,2006-06-13,8.0,Increase
382,2006-06-14,-9.0,Decrease
365,2006-06-15,-17.0,Decrease
372,2006-06-16,7.0,Increase
375,2006-06-19,3.0,Increase
375,2006-06-20,0.0,No Change
379,2006-06-21,4.0,Increase
388,2006-06-22,9.0,Increase
397,2006-06-23,9.0,Increase
411,2006-06-26,14.0,Increase
419,2006-06-27,8.0,Increase
408,2006-06-28,-11.0,Decrease
390,2006-06-29,-18.0,Decrease
384,2006-06-30,-6.0,Decrease
372,2006-07-03,-12.0,Decrease
372,2006-07-04,0.0,No Change
380,2006-07-05,8.0,Increase
376,2006-07-06,-4.0,Decrease
372,2006-07-07,-4.0,Decrease
364,2006-07-10,-8.0,Decrease
362,2006-07-11,-2.0,Decrease
377,2006-07-12,15.0,Increase
385,2006-07-13,8.0,Increase
384,2006-07-14,-1.0,Decrease
383,2006-07-17,-1.0,Decrease
370,2006-07-18,-13.0,Decrease
363,2006-07-19,-7.0,Decrease
349,2006-07-20,-14.0,Decrease
349,2006-07-21,0.0,No Change
339,2006-07-24,-10.0,Decrease
343,2006-07-25,4.0,Increase
333,2006-07-26,-10.0,Decrease
336,2006-07-27,3.0,Increase
342,2006-07-28,6.0,Increase
346,2006-07-31,4.0,Increase
346,2006-08-01,0.0,No Change
344,2006-08-02,-2.0,Decrease
341,2006-08-03,-3.0,Decrease
336,2006-08-04,-5.0,Decrease
330,2006-08-07,-6.0,Decrease
323,2006-08-08,-7.0,Decrease
320,2006-08-09,-3.0,Decrease
323,2006-08-10,3.0,Increase
321,2006-08-11,-2.0,Decrease
317,2006-08-14,-4.0,Decrease
319,2006-08-15,2.0,Increase
308,2006-08-16,-11.0,Decrease
310,2006-08-17,2.0,Increase
313,2006-08-18,3.0,Increase
317,2006-08-21,4.0,Increase
323,2006-08-22,6.0,Increase
328,2006-08-23,5.0,Increase
331,2006-08-24,3.0,Increase
328,2006-08-25,-3.0,Decrease
327,2006-08-28,-1.0,Decrease
327,2006-08-29,0.0,No Change
319,2006-08-30,-8.0,Decrease
320,2006-08-31,1.0,Increase
319,2006-09-01,-1.0,Decrease
319,2006-09-04,0.0,No Change
305,2006-09-05,-14.0,Decrease
312,2006-09-06,7.0,Increase
313,2006-09-07,1.0,Increase
319,2006-09-08,6.0,Increase
321,2006-09-11,2.0,Increase
319,2006-09-12,-2.0,Decrease
323,2006-09-13,4.0,Increase
323,2006-09-14,0.0,No Change
319,2006-09-15,-4.0,Decrease
317,2006-09-18,-2.0,Decrease
327,2006-09-19,10.0,Increase
336,2006-09-20,9.0,Increase
359,2006-09-21,23.0,Increase
367,2006-09-22,8.0,Increase
372,2006-09-25,5.0,Increase
352,2006-09-26,-20.0,Decrease
351,2006-09-27,-1.0,Decrease
339,2006-09-28,-12.0,Decrease
341,2006-09-29,2.0,Increase
337,2006-10-02,-4.0,Decrease
346,2006-10-03,9.0,Increase
341,2006-10-04,-5.0,Decrease
324,2006-10-05,-17.0,Decrease
322,2006-10-06,-2.0,Decrease
322,2006-10-09,0.0,No Change
313,2006-10-10,-9.0,Decrease
314,2006-10-11,1.0,Increase
301,2006-10-12,-13.0,Decrease
289,2006-10-13,-12.0,Decrease
283,2006-10-16,-6.0,Decrease
293,2006-10-17,10.0,Increase
287,2006-10-18,-6.0,Decrease
284,2006-10-19,-3.0,Decrease
288,2006-10-20,4.0,Increase
286,2006-10-23,-2.0,Decrease
288,2006-10-24,2.0,Increase
283,2006-10-25,-5.0,Decrease
279,2006-10-26,-4.0,Decrease
282,2006-10-27,3.0,Increase
290,2006-10-30,8.0,Increase
293,2006-10-31,3.0,Increase
293,2006-11-01,0.0,No Change
288,2006-11-02,-5.0,Decrease
278,2006-11-03,-10.0,Decrease
278,2006-11-06,0.0,No Change
285,2006-11-07,7.0,Increase
286,2006-11-08,1.0,Increase
290,2006-11-09,4.0,Increase
297,2006-11-10,7.0,Increase
284,2006-11-13,-13.0,Decrease
287,2006-11-14,3.0,Increase
282,2006-11-15,-5.0,Decrease
281,2006-11-16,-1.0,Decrease
290,2006-11-17,9.0,Increase
290,2006-11-19,0.0,No Change
289,2006-11-20,-1.0,Decrease
294,2006-11-21,5.0,Increase
296,2006-11-22,2.0,Increase
296,2006-11-23,0.0,No Change
298,2006-11-24,2.0,Increase
309,2006-11-27,11.0,Increase
310,2006-11-28,1.0,Increase
297,2006-11-29,-13.0,Decrease
297,2006-11-30,0.0,No Change
306,2006-12-01,9.0,Increase
298,2006-12-04,-8.0,Decrease
293,2006-12-05,-5.0,Decrease
284,2006-12-06,-9.0,Decrease
276,2006-12-07,-8.0,Decrease
262,2006-12-08,-14.0,Decrease
254,2006-12-11,-8.0,Decrease
252,2006-12-12,-2.0,Decrease
247,2006-12-13,-5.0,Decrease
242,2006-12-14,-5.0,Decrease
239,2006-12-15,-3.0,Decrease
239,2006-12-18,0.0,No Change
235,2006-12-19,-4.0,Decrease
229,2006-12-20,-6.0,Decrease
228,2006-12-21,-1.0,Decrease
229,2006-12-22,1.0,Increase
231,2006-12-26,2.0,Increase
223,2006-12-27,-8.0,Decrease
215,2006-12-28,-8.0,Decrease
215,2006-12-29,0.0,No Change
218,2007-01-02,3.0,Increase
204,2007-01-03,-14.0,Decrease
217,2007-01-04,13.0,Increase
223,2007-01-05,6.0,Increase
220,2007-01-08,-3.0,Decrease
228,2007-01-09,8.0,Increase
225,2007-01-10,-3.0,Decrease
213,2007-01-11,-12.0,Decrease
207,2007-01-12,-6.0,Decrease
207,2007-01-15,0.0,No Change
202,2007-01-16,-5.0,Decrease
192,2007-01-17,-10.0,Decrease
194,2007-01-18,2.0,Increase
192,2007-01-19,-2.0,Decrease
194,2007-01-22,2.0,Increase
190,2007-01-23,-4.0,Decrease
190,2007-01-24,0.0,No Change
186,2007-01-25,-4.0,Decrease
184,2007-01-26,-2.0,Decrease
185,2007-01-29,1.0,Increase
185,2007-01-30,0.0,No Change
192,2007-01-31,7.0,Increase
185,2007-02-01,-7.0,Decrease
188,2007-02-02,3.0,Increase
189,2007-02-05,1.0,Increase
191,2007-02-06,2.0,Increase
204,2007-02-07,13.0,Increase
214,2007-02-08,10.0,Increase
218,2007-02-09,4.0,Increase
215,2007-02-12,-3.0,Decrease
205,2007-02-13,-10.0,Decrease
205,2007-02-14,0.0,No Change
206,2007-02-15,1.0,Increase
209,2007-02-16,3.0,Increase
209,2007-02-19,0.0,No Change
208,2007-02-20,-1.0,Decrease
207,2007-02-21,-1.0,Decrease
201,2007-02-22,-6.0,Decrease
209,2007-02-23,8.0,Increase
214,2007-02-26,5.0,Increase
239,2007-02-27,25.0,Increase
228,2007-02-28,-11.0,Decrease
228,2007-03-01,0.0,No Change
236,2007-03-02,8.0,Increase
239,2007-03-05,3.0,Increase
234,2007-03-06,-5.0,Decrease
235,2007-03-07,1.0,Increase
230,2007-03-08,-5.0,Decrease
216,2007-03-09,-14.0,Decrease
218,2007-03-12,2.0,Increase
227,2007-03-13,9.0,Increase
220,2007-03-14,-7.0,Decrease
220,2007-03-15,0.0,No Change
220,2007-03-16,0.0,No Change
217,2007-03-19,-3.0,Decrease
219,2007-03-20,2.0,Increase
217,2007-03-21,-2.0,Decrease
207,2007-03-22,-10.0,Decrease
209,2007-03-23,2.0,Increase
210,2007-03-26,1.0,Increase
208,2007-03-27,-2.0,Decrease
208,2007-03-28,0.0,No Change
208,2007-03-29,0.0,No Change
204,2007-03-30,-4.0,Decrease
204,2007-04-02,0.0,No Change
203,2007-04-03,-1.0,Decrease
202,2007-04-04,-1.0,Decrease
202,2007-04-05,0.0,No Change
197,2007-04-09,-5.0,Decrease
200,2007-04-10,3.0,Increase
202,2007-04-11,2.0,Increase
216,2007-04-12,14.0,Increase
234,2007-04-13,18.0,Increase
237,2007-04-16,3.0,Increase
250,2007-04-17,13.0,Increase
254,2007-04-18,4.0,Increase
261,2007-04-19,7.0,Increase
255,2007-04-20,-6.0,Decrease
257,2007-04-23,2.0,Increase
260,2007-04-24,3.0,Increase
260,2007-04-25,0.0,No Change
263,2007-04-26,3.0,Increase
262,2007-04-27,-1.0,Decrease
272,2007-04-30,10.0,Increase
272,2007-05-01,0.0,No Change
273,2007-05-02,1.0,Increase
276,2007-05-03,3.0,Increase
287,2007-05-04,11.0,Increase
291,2007-05-07,4.0,Increase
288,2007-05-08,-3.0,Decrease
286,2007-05-09,-2.0,Decrease
288,2007-05-10,2.0,Increase
288,2007-05-11,0.0,No Change
290,2007-05-14,2.0,Increase
283,2007-05-15,-7.0,Decrease
274,2007-05-16,-9.0,Decrease
270,2007-05-17,-4.0,Decrease
269,2007-05-18,-1.0,Decrease
265,2007-05-21,-4.0,Decrease
263,2007-05-22,-2.0,Decrease
264,2007-05-23,1.0,Increase
276,2007-05-24,12.0,Increase
271,2007-05-25,-5.0,Decrease
271,2007-05-28,0.0,No Change
276,2007-05-29,5.0,Increase
281,2007-05-30,5.0,Increase
277,2007-05-31,-4.0,Decrease
271,2007-06-01,-6.0,Decrease
275,2007-06-04,4.0,Increase
274,2007-06-05,-1.0,Decrease
286,2007-06-06,12.0,Increase
290,2007-06-07,4.0,Increase
292,2007-06-08,2.0,Increase
292,2007-06-11,0.0,No Change
306,2007-06-12,14.0,Increase
310,2007-06-13,4.0,Increase
289,2007-06-14,-21.0,Decrease
275,2007-06-15,-14.0,Decrease
267,2007-06-18,-8.0,Decrease
267,2007-06-19,0.0,No Change
275,2007-06-20,8.0,Increase
280,2007-06-21,5.0,Increase
285,2007-06-22,5.0,Increase
303,2007-06-25,18.0,Increase
312,2007-06-26,9.0,Increase
323,2007-06-27,11.0,Increase
303,2007-06-28,-20.0,Decrease
325,2007-06-29,22.0,Increase
320,2007-07-02,-5.0,Decrease
318,2007-07-03,-2.0,Decrease
318,2007-07-04,0.0,No Change
317,2007-07-05,-1.0,Decrease
307,2007-07-06,-10.0,Decrease
308,2007-07-09,1.0,Increase
324,2007-07-10,16.0,Increase
319,2007-07-11,-5.0,Decrease
303,2007-07-12,-16.0,Decrease
313,2007-07-13,10.0,Increase
318,2007-07-16,5.0,Increase
322,2007-07-17,4.0,Increase
342,2007-07-18,20.0,Increase
331,2007-07-19,-11.0,Decrease
345,2007-07-20,14.0,Increase
355,2007-07-23,10.0,Increase
381,2007-07-24,26.0,Increase
401,2007-07-25,20.0,Increase
468,2007-07-26,67.0,Increase
471,2007-07-27,3.0,Increase
449,2007-07-30,-22.0,Decrease
449,2007-07-31,0.0,No Change
461,2007-08-01,12.0,Increase
461,2007-08-02,0.0,No Change
463,2007-08-03,2.0,Increase
473,2007-08-06,10.0,Increase
459,2007-08-07,-14.0,Decrease
403,2007-08-08,-56.0,Decrease
433,2007-08-09,30.0,Increase
427,2007-08-10,-6.0,Decrease
430,2007-08-13,3.0,Increase
460,2007-08-14,30.0,Increase
469,2007-08-15,9.0,Increase
517,2007-08-16,48.0,Increase
477,2007-08-17,-40.0,Decrease
492,2007-08-20,15.0,Increase
489,2007-08-21,-3.0,Decrease
465,2007-08-22,-24.0,Decrease
471,2007-08-23,6.0,Increase
462,2007-08-24,-9.0,Decrease
448,2007-08-27,-14.0,Decrease
465,2007-08-28,17.0,Increase
459,2007-08-29,-6.0,Decrease
467,2007-08-30,8.0,Increase
450,2007-08-31,-17.0,Decrease
450,2007-09-03,0.0,No Change
449,2007-09-04,-1.0,Decrease
465,2007-09-05,16.0,Increase
454,2007-09-06,-11.0,Decrease
463,2007-09-07,9.0,Increase
477,2007-09-10,14.0,Increase
471,2007-09-11,-6.0,Decrease
460,2007-09-12,-11.0,Decrease
440,2007-09-13,-20.0,Decrease
439,2007-09-14,-1.0,Decrease
440,2007-09-17,1.0,Increase
405,2007-09-18,-35.0,Decrease
395,2007-09-19,-10.0,Decrease
394,2007-09-20,-1.0,Decrease
377,2007-09-21,-17.0,Decrease
388,2007-09-24,11.0,Increase
392,2007-09-25,4.0,Increase
392,2007-09-26,0.0,No Change
391,2007-09-27,-1.0,Decrease
398,2007-09-28,7.0,Increase
395,2007-10-01,-3.0,Decrease
393,2007-10-02,-2.0,Decrease
402,2007-10-03,9.0,Increase
405,2007-10-04,3.0,Increase
388,2007-10-05,-17.0,Decrease
388,2007-10-08,0.0,No Change
370,2007-10-09,-18.0,Decrease
372,2007-10-10,2.0,Increase
354,2007-10-11,-18.0,Decrease
350,2007-10-12,-4.0,Decrease
354,2007-10-15,4.0,Increase
355,2007-10-16,1.0,Increase
366,2007-10-17,11.0,Increase
364,2007-10-18,-2.0,Decrease
386,2007-10-19,22.0,Increase
388,2007-10-22,2.0,Increase
388,2007-10-23,0.0,No Change
395,2007-10-24,7.0,Increase
382,2007-10-25,-13.0,Decrease
352,2007-10-26,-30.0,Decrease
350,2007-10-29,-2.0,Decrease
341,2007-10-30,-9.0,Decrease
312,2007-10-31,-29.0,Decrease
329,2007-11-01,17.0,Increase
341,2007-11-02,12.0,Increase
355,2007-11-05,14.0,Increase
345,2007-11-06,-10.0,Decrease
360,2007-11-07,15.0,Increase
385,2007-11-08,25.0,Increase
387,2007-11-09,2.0,Increase
383,2007-11-13,-4.0,Decrease
373,2007-11-14,-10.0,Decrease
399,2007-11-15,26.0,Increase
404,2007-11-16,5.0,Increase
425,2007-11-19,21.0,Increase
413,2007-11-20,-12.0,Decrease
441,2007-11-21,28.0,Increase
445,2007-11-23,4.0,Increase
471,2007-11-26,26.0,Increase
454,2007-11-27,-17.0,Decrease
420,2007-11-28,-34.0,Decrease
412,2007-11-29,-8.0,Decrease
401,2007-11-30,-11.0,Decrease
407,2007-12-03,6.0,Increase
411,2007-12-04,4.0,Increase
406,2007-12-05,-5.0,Decrease
387,2007-12-06,-19.0,Decrease
369,2007-12-07,-18.0,Decrease
357,2007-12-10,-12.0,Decrease
378,2007-12-11,21.0,Increase
380,2007-12-12,2.0,Increase
384,2007-12-13,4.0,Increase
388,2007-12-14,4.0,Increase
403,2007-12-17,15.0,Increase
405,2007-12-18,2.0,Increase
412,2007-12-19,7.0,Increase
413,2007-12-20,1.0,Increase
399,2007-12-21,-14.0,Decrease
393,2007-12-24,-6.0,Decrease
390,2007-12-26,-3.0,Decrease
392,2007-12-27,2.0,Increase
401,2007-12-28,9.0,Increase
410,2007-12-31,9.0,Increase
423,2008-01-02,13.0,Increase
422,2008-01-03,-1.0,Decrease
436,2008-01-04,14.0,Increase
428,2008-01-07,-8.0,Decrease
419,2008-01-08,-9.0,Decrease
437,2008-01-09,18.0,Increase
421,2008-01-10,-16.0,Decrease
414,2008-01-11,-7.0,Decrease
416,2008-01-14,2.0,Increase
426,2008-01-15,10.0,Increase
431,2008-01-16,5.0,Increase
446,2008-01-17,15.0,Increase
454,2008-01-18,8.0,Increase
473,2008-01-22,19.0,Increase
487,2008-01-23,14.0,Increase
455,2008-01-24,-32.0,Decrease
468,2008-01-25,13.0,Increase
470,2008-01-28,2.0,Increase
466,2008-01-29,-4.0,Decrease
451,2008-01-30,-15.0,Decrease
466,2008-01-31,15.0,Increase
462,2008-02-01,-4.0,Decrease
453,2008-02-04,-9.0,Decrease
470,2008-02-05,17.0,Increase
470,2008-02-06,0.0,No Change
464,2008-02-07,-6.0,Decrease
489,2008-02-08,25.0,Increase
497,2008-02-11,8.0,Increase
479,2008-02-12,-18.0,Decrease
476,2008-02-13,-3.0,Decrease
474,2008-02-14,-2.0,Decrease
487,2008-02-15,13.0,Increase
479,2008-02-19,-8.0,Decrease
478,2008-02-20,-1.0,Decrease
487,2008-02-21,9.0,Increase
481,2008-02-22,-6.0,Decrease
477,2008-02-25,-4.0,Decrease
463,2008-02-26,-14.0,Decrease
463,2008-02-27,0.0,No Change
479,2008-02-28,16.0,Increase
503,2008-02-29,24.0,Increase
506,2008-03-03,3.0,Increase
493,2008-03-04,-13.0,Decrease
475,2008-03-05,-18.0,Decrease
490,2008-03-06,15.0,Increase
505,2008-03-07,15.0,Increase
525,2008-03-10,20.0,Increase
490,2008-03-11,-35.0,Decrease
510,2008-03-12,20.0,Increase
512,2008-03-13,2.0,Increase
541,2008-03-14,29.0,Increase
580,2008-03-17,39.0,Increase
536,2008-03-18,-44.0,Decrease
551,2008-03-19,15.0,Increase
551,2008-03-20,0.0,No Change
532,2008-03-24,-19.0,Decrease
535,2008-03-25,3.0,Increase
555,2008-03-26,20.0,Increase
551,2008-03-27,-4.0,Decrease
559,2008-03-28,8.0,Increase
581,2008-03-31,22.0,Increase
561,2008-04-01,-20.0,Decrease
542,2008-04-02,-19.0,Decrease
530,2008-04-03,-12.0,Decrease
530,2008-04-04,0.0,No Change
529,2008-04-07,-1.0,Decrease
536,2008-04-08,7.0,Increase
544,2008-04-09,8.0,Increase
542,2008-04-10,-2.0,Decrease
558,2008-04-11,16.0,Increase
553,2008-04-14,-5.0,Decrease
550,2008-04-15,-3.0,Decrease
546,2008-04-16,-4.0,Decrease
557,2008-04-17,11.0,Increase
545,2008-04-18,-12.0,Decrease
560,2008-04-21,15.0,Increase
583,2008-04-22,23.0,Increase
576,2008-04-23,-7.0,Decrease
565,2008-04-24,-11.0,Decrease
589,2008-04-25,24.0,Increase
580,2008-04-28,-9.0,Decrease
584,2008-04-29,4.0,Increase
563,2008-04-30,-21.0,Decrease
547,2008-05-01,-16.0,Decrease
548,2008-05-02,1.0,Increase
543,2008-05-05,-5.0,Decrease
546,2008-05-06,3.0,Increase
570,2008-05-07,24.0,Increase
570,2008-05-08,0.0,No Change
573,2008-05-09,3.0,Increase
580,2008-05-12,7.0,Increase
566,2008-05-13,-14.0,Decrease
559,2008-05-14,-7.0,Decrease
556,2008-05-15,-3.0,Decrease
552,2008-05-16,-4.0,Decrease
538,2008-05-19,-14.0,Decrease
544,2008-05-20,6.0,Increase
542,2008-05-21,-2.0,Decrease
541,2008-05-22,-1.0,Decrease
559,2008-05-23,18.0,Increase
556,2008-05-27,-3.0,Decrease
548,2008-05-28,-8.0,Decrease
535,2008-05-29,-13.0,Decrease
535,2008-05-30,0.0,No Change
542,2008-06-02,7.0,Increase
549,2008-06-03,7.0,Increase
528,2008-06-04,-21.0,Decrease
526,2008-06-05,-2.0,Decrease
547,2008-06-06,21.0,Increase
543,2008-06-09,-4.0,Decrease
542,2008-06-10,-1.0,Decrease
535,2008-06-11,-7.0,Decrease
535,2008-06-12,0.0,No Change
541,2008-06-13,6.0,Increase
555,2008-06-16,14.0,Increase
575,2008-06-17,20.0,Increase
568,2008-06-18,-7.0,Decrease
561,2008-06-19,-7.0,Decrease
581,2008-06-20,20.0,Increase
572,2008-06-23,-9.0,Decrease
582,2008-06-24,10.0,Increase
581,2008-06-25,-1.0,Decrease
606,2008-06-26,25.0,Increase
614,2008-06-27,8.0,Increase
614,2008-06-30,0.0,No Change
629,2008-07-01,15.0,Increase
638,2008-07-02,9.0,Increase
622,2008-07-03,-16.0,Decrease
627,2008-07-07,5.0,Increase
635,2008-07-08,8.0,Increase
644,2008-07-09,9.0,Increase
651,2008-07-10,7.0,Increase
658,2008-07-11,7.0,Increase
665,2008-07-14,7.0,Increase
668,2008-07-15,3.0,Increase
657,2008-07-16,-11.0,Decrease
636,2008-07-17,-21.0,Decrease
599,2008-07-18,-37.0,Decrease
594,2008-07-21,-5.0,Decrease
601,2008-07-22,7.0,Increase
586,2008-07-23,-15.0,Decrease
609,2008-07-24,23.0,Increase
609,2008-07-25,0.0,No Change
624,2008-07-28,15.0,Increase
613,2008-07-29,-11.0,Decrease
608,2008-07-30,-5.0,Decrease
612,2008-07-31,4.0,Increase
625,2008-08-01,13.0,Increase
635,2008-08-04,10.0,Increase
637,2008-08-05,2.0,Increase
643,2008-08-06,6.0,Increase
684,2008-08-07,41.0,Increase
729,2008-08-08,45.0,Increase
668,2008-08-11,-61.0,Decrease
672,2008-08-12,4.0,Increase
657,2008-08-13,-15.0,Decrease
656,2008-08-14,-1.0,Decrease
664,2008-08-15,8.0,Increase
672,2008-08-18,8.0,Increase
672,2008-08-19,0.0,No Change
677,2008-08-20,5.0,Increase
681,2008-08-21,4.0,Increase
675,2008-08-22,-6.0,Decrease
685,2008-08-25,10.0,Increase
680,2008-08-26,-5.0,Decrease
678,2008-08-27,-2.0,Decrease
676,2008-08-28,-2.0,Decrease
671,2008-08-29,-5.0,Decrease
678,2008-09-02,7.0,Increase
698,2008-09-03,20.0,Increase
713,2008-09-04,15.0,Increase
722,2008-09-05,9.0,Increase
708,2008-09-08,-14.0,Decrease
743,2008-09-09,35.0,Increase
742,2008-09-10,-1.0,Decrease
754,2008-09-11,12.0,Increase
764,2008-09-12,10.0,Increase
825,2008-09-15,61.0,Increase
876,2008-09-16,51.0,Increase
930,2008-09-17,54.0,Increase
891,2008-09-18,-39.0,Decrease
806,2008-09-19,-85.0,Decrease
769,2008-09-22,-37.0,Decrease
785,2008-09-23,16.0,Increase
814,2008-09-24,29.0,Increase
826,2008-09-25,12.0,Increase
852,2008-09-26,26.0,Increase
924,2008-09-29,72.0,Increase
953,2008-09-30,29.0,Increase
1005,2008-10-01,52.0,Increase
1099,2008-10-02,94.0,Increase
1040,2008-10-03,-59.0,Decrease
1161,2008-10-06,121.0,Increase
